transaction_id,timestamp,valor,distancia_casa,tentativas_senha,is_fraud,hour
1,2026-03-26 16:38:00,190.65358277391368,3.07872529383858,1,0,16
2,2026-04-02 14:52:00,8.802756530414628,9.551730365254336,2,0,14
3,2026-09-12 01:18:00,44.020110550889626,3.3139413149629195,1,0,1
4,2026-06-29 23:38:00,114.0636298327077,10.633795434095905,1,0,23
5,2026-03-18 13:48:00,32.03710682866599,12.730282312508983,1,0,13
6,2026-02-08 02:46:00,175.83741805245484,21.067403366381605,1,0,2
7,2026-04-06 08:57:00,134.65654179081702,0.0,2,0,8
8,2026-12-29 02:30:00,155.60054193681097,4.888813681744593,1,0,2
9,2026-03-02 18:18:00,12.681858643837366,0.0,1,0,18
10,2026-05-02 16:03:00,15.1459287536369,23.262614170390933,1,0,16
11,2026-05-13 20:55:00,33.75360350966372,0.0,2,0,20
12,2026-07-13 04:07:00,72.9971271518786,21.828693885318092,1,0,4
13,2026-01-29 12:50:00,137.83899899319923,5.934695822911413,2,0,12
14,2026-08-17 17:25:00,181.1131240812618,9.184279304866466,1,0,17
15,2026-02-15 00:20:00,121.85292909680443,3.3433090627034874,2,0,0
16,2026-08-12 12:39:00,263.9413734548889,5.311006581132919,1,0,12
17,2026-08-16 03:09:00,134.2252632436326,10.88084599744503,1,0,3
18,2026-05-19 05:21:00,36.56693973235968,0.0,1,0,5
19,2026-03-13 18:35:00,30.799537682176236,0.0,1,0,18
20,2026-06-13 17:56:00,119.13608382440877,0.0,2,0,17
21,2026-05-29 17:36:00,21.427123781004983,9.474047835358173,1,0,17
22,2026-05-09 07:39:00,9.72984469894673,5.043661984038524,1,0,7
23,2026-08-30 06:49:00,75.97633248224145,11.180958404288079,1,0,6
24,2026-10-20 23:49:00,172.39601004443418,6.647750041813561,2,0,23
25,2026-06-29 17:15:00,10.689485044751141,15.585888358159961,1,0,17
26,2026-12-04 15:52:00,156.96948539755826,0.0,2,0,15
27,2026-12-14 08:26:00,166.90393310191462,5.581557798502377,1,0,8
28,2026-04-19 20:10:00,65.83091343565015,16.093634140025138,2,0,20
29,2026-09-25 03:21:00,5.901811732222597,14.09326048020673,1,0,3
30,2026-04-14 19:43:00,19.18748661821656,0.0,2,0,19
31,2026-11-11 03:26:00,122.90385933412378,0.0,1,0,3
32,2026-02-15 15:25:00,124.40240715957766,4.182090612952161,1,0,15
33,2026-04-01 06:21:00,228.62716356569064,2.65163327258723,1,0,6
34,2026-02-28 18:54:00,87.39166941273326,4.3457327144808495,1,0,18
35,2026-08-10 13:10:00,13.251176144086482,12.961903002518461,1,0,13
36,2026-08-17 10:27:00,12.944251264807225,7.893830050020716,1,0,10
37,2026-07-09 22:58:00,127.70180088520395,8.4769090301923,1,0,22
38,2026-08-19 00:36:00,20.30770680319418,11.706135686034251,2,0,0
39,2026-12-06 22:12:00,39.80707632086807,15.741742051455587,1,0,22
40,2026-06-28 08:40:00,66.78927880841084,0.0,1,0,8
41,2026-11-25 15:34:00,2.5076685852620186,1.1337355176194674,2,0,15
42,2026-08-31 16:17:00,28.610868024263937,0.0,1,0,16
43,2026-07-08 03:36:00,52.40621893658144,9.753161358948526,1,0,3
44,2026-06-16 14:51:00,32.79990812948884,0.3789604441534449,2,0,14
45,2026-06-16 09:49:00,14.661122181591175,5.758616169151219,2,0,9
46,2026-05-23 09:21:00,130.1998279128813,13.52143076402508,1,0,9
47,2026-10-17 15:53:00,167.74365738544856,0.0,1,0,15
48,2026-02-17 07:48:00,29.77040937481969,8.628156727122189,2,0,7
49,2026-06-24 23:55:00,148.90781753539704,20.53827823160428,1,0,23
50,2026-06-28 03:08:00,48.703352123070296,13.316154598715803,1,0,3
51,2026-03-15 23:30:00,70.66089668880777,0.0,1,0,23
52,2026-11-16 16:17:00,193.79494439697794,2.0825329872389893,2,0,16
53,2026-11-16 06:53:00,138.61091054904057,8.558163352769963,1,0,6
54,2026-05-25 15:01:00,163.53551375518106,10.527838562219294,1,0,15
55,2026-08-25 20:57:00,14.71611909975027,2.476509617127538,1,0,20
56,2026-08-07 20:19:00,7.226904568300861,0.0,1,0,20
57,2026-04-30 07:49:00,223.87161311611646,5.6776293484896865,1,0,7
58,2026-07-08 18:36:00,49.07522317754585,0.0,1,0,18
59,2026-11-01 20:14:00,33.95083903724448,15.997342660445181,2,0,20
60,2026-05-21 11:23:00,128.9880260902978,23.68680973948168,2,0,11
61,2026-05-17 15:29:00,181.04261929757342,8.946939684501237,1,0,15
62,2026-06-04 23:25:00,198.40558876204983,2.675614464708862,1,0,23
63,2026-12-05 19:19:00,37.97931817268408,14.409009999136464,1,0,19
64,2026-09-03 12:11:00,191.19791116123358,12.719292243586738,2,0,12
65,2026-07-02 18:00:00,4.179532677772546,2.244592538945756,2,0,18
66,2026-06-03 09:24:00,5.093703307690489,4.521564306502466,1,0,9
67,2026-01-17 03:27:00,97.68882162401616,0.0,3,0,3
68,2026-01-17 21:00:00,6.518552412211817,6.6468482493597,1,0,21
69,2026-11-21 12:01:00,39.246374605642195,7.989091400452484,1,0,12
70,2026-08-31 07:51:00,111.70491669398027,0.0,2,0,7
71,2026-07-10 12:09:00,41.13829279957299,0.0,1,0,12
72,2026-10-28 05:15:00,19.796298637743302,0.0,1,0,5
73,2026-12-25 17:48:00,33.03816922936149,9.165346626120426,1,0,17
74,2026-06-14 07:04:00,61.17060645007626,4.88517430379894,1,0,7
75,2026-09-19 17:36:00,64.50922491897909,4.16425853145173,1,0,17
76,2026-02-04 00:24:00,152.7858991558384,9.645259223443329,1,0,0
77,2026-07-30 08:38:00,138.69074667567966,0.0,1,0,8
78,2026-07-03 19:52:00,61.0310480440031,0.0,2,0,19
79,2026-03-25 10:31:00,186.8644935380083,7.410819189688583,1,0,10
80,2026-11-13 12:48:00,12.13060149822752,0.0,1,0,12
81,2026-04-03 21:27:00,29.48454687255817,2.410154690657757,2,0,21
82,2026-04-05 16:10:00,176.0123971427248,29.664463725778788,1,0,16
83,2026-11-30 20:34:00,47.48056020865596,0.0,3,0,20
84,2026-07-29 11:28:00,397.29179747080286,0.7025764006927657,2,0,11
85,2026-01-10 17:06:00,62.783386251972054,0.0,1,0,17
86,2026-03-31 19:12:00,156.9907742185702,2.662719417778556,1,0,19
87,2026-01-09 19:06:00,51.46781040183311,24.6653642826531,1,0,19
88,2026-07-28 21:24:00,55.33044050387088,9.669174367904004,3,0,21
89,2026-04-04 11:53:00,48.26968844901495,0.0,1,0,11
90,2026-07-20 16:38:00,126.96697580036806,26.814106452710988,1,0,16
91,2026-07-17 18:46:00,79.30070394077202,0.0,1,0,18
92,2026-01-22 04:55:00,287.84491204779835,9.53943159757019,1,0,4
93,2026-09-18 21:53:00,28.886986631182985,5.649127870929368,1,0,21
94,2026-09-01 22:39:00,10.598596908354153,2.5297531908958346,1,0,22
95,2026-12-06 23:30:00,49.965736343668155,13.07091473728845,1,0,23
96,2026-11-14 01:11:00,95.89704604109959,0.0,2,0,1
97,2026-07-09 15:49:00,197.18358940096513,8.12622633872329,2,0,15
98,2026-01-18 00:58:00,42.49490228194974,6.856583227645162,1,0,0
99,2026-05-21 01:04:00,106.07003675455411,0.0,1,0,1
100,2026-12-08 03:14:00,43.10886259295897,24.499955804173176,2,0,3
101,2026-04-07 15:42:00,96.02937779597151,3.1816273663836068,1,0,15
102,2026-11-25 03:25:00,216.11545177409627,3.6134962780529216,3,0,3
103,2026-04-20 22:58:00,26.312949211673182,0.0,1,0,22
104,2026-05-08 19:44:00,51.79201339066274,3.366595488836179,1,0,19
105,2026-05-29 15:00:00,500.0466635060579,28.347546068189846,1,0,15
106,2026-03-24 18:16:00,202.91821963293168,2.472881400284149,1,0,18
107,2026-06-01 11:26:00,83.15816775419849,10.18701943013643,1,0,11
108,2026-06-02 01:29:00,72.69678910639318,14.505477319935125,1,0,1
109,2026-03-27 00:09:00,33.491398655026295,3.185976888599041,1,0,0
110,2026-06-26 02:58:00,72.81723170694036,0.9040969771620002,1,0,2
111,2026-02-04 17:35:00,188.50695392338542,9.72263881226173,1,0,17
112,2026-03-26 18:56:00,115.57368040826252,2.587416311155997,1,0,18
